subset,protocol,method,metric,variable,value,metrics_path,predictions_path,config_path
multi-complete,shared_planets,knn,relative_rmse,u,0.9763988256454468,results/models/multi-complete/knn/metrics_shared_planets.json,results/models/multi-complete/knn/predictions_shared_planets.npz,results/models/multi-complete/knn/config.json
multi-complete,shared_planets,knn,relative_rmse,v,0.9120669960975647,results/models/multi-complete/knn/metrics_shared_planets.json,results/models/multi-complete/knn/predictions_shared_planets.npz,results/models/multi-complete/knn/config.json
multi-complete,shared_planets,knn,relative_rmse,asr,0.8021823763847351,results/models/multi-complete/knn/metrics_shared_planets.json,results/models/multi-complete/knn/predictions_shared_planets.npz,results/models/multi-complete/knn/config.json
multi-complete,shared_planets,knn,relative_rmse,olr,1.0023070573806763,results/models/multi-complete/knn/metrics_shared_planets.json,results/models/multi-complete/knn/predictions_shared_planets.npz,results/models/multi-complete/knn/config.json
multi-complete,shared_planets,knn,relative_acc,surface_temperature,1.052461862564087,results/models/multi-complete/knn/metrics_shared_planets.json,results/models/multi-complete/knn/predictions_shared_planets.npz,results/models/multi-complete/knn/config.json
multi-complete,shared_planets,knn,relative_acc,temperature,1.6534026861190796,results/models/multi-complete/knn/metrics_shared_planets.json,results/models/multi-complete/knn/predictions_shared_planets.npz,results/models/multi-complete/knn/config.json
multi-complete,shared_planets,knn,relative_acc,specific_humidity_dex,1.274294376373291,results/models/multi-complete/knn/metrics_shared_planets.json,results/models/multi-complete/knn/predictions_shared_planets.npz,results/models/multi-complete/knn/config.json
multi-complete,shared_planets,knn,relative_acc,cloud_fraction,1.2687382698059082,results/models/multi-complete/knn/metrics_shared_planets.json,results/models/multi-complete/knn/predictions_shared_planets.npz,results/models/multi-complete/knn/config.json
multi-complete,shared_planets,knn,relative_acc,u,5.290119171142578,results/models/multi-complete/knn/metrics_shared_planets.json,results/models/multi-complete/knn/predictions_shared_planets.npz,results/models/multi-complete/knn/config.json
multi-complete,shared_planets,knn,relative_acc,v,1.2916228771209717,results/models/multi-complete/knn/metrics_shared_planets.json,results/models/multi-complete/knn/predictions_shared_planets.npz,results/models/multi-complete/knn/config.json
multi-complete,shared_planets,knn,relative_acc,asr,1.004062294960022,results/models/multi-complete/knn/metrics_shared_planets.json,results/models/multi-complete/knn/predictions_shared_planets.npz,results/models/multi-complete/knn/config.json
multi-complete,shared_planets,knn,relative_acc,olr,1.0497024059295654,results/models/multi-complete/knn/metrics_shared_planets.json,results/models/multi-complete/knn/predictions_shared_planets.npz,results/models/multi-complete/knn/config.json
multi-complete,shared_planets,pca_mlp,relative_rmse,surface_temperature,0.8259305357933044,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_mlp,relative_rmse,temperature,0.8197661638259888,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_mlp,relative_rmse,specific_humidity_dex,0.7356364130973816,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_mlp,relative_rmse,cloud_fraction,0.35475993156433105,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_mlp,relative_rmse,u,0.8985555768013,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_mlp,relative_rmse,v,0.8665846586227417,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_mlp,relative_rmse,asr,0.7242573499679565,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_mlp,relative_rmse,olr,0.7238374948501587,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_mlp,relative_acc,surface_temperature,1.0158699750900269,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_mlp,relative_acc,temperature,1.5684210062026978,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_mlp,relative_acc,specific_humidity_dex,1.2368305921554565,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_mlp,relative_acc,cloud_fraction,1.2429499626159668,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_mlp,relative_acc,u,4.810948371887207,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_mlp,relative_acc,v,1.2218613624572754,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_mlp,relative_acc,asr,1.004349946975708,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_mlp,relative_acc,olr,1.168748140335083,results/models/multi-complete/pca_mlp/metrics_shared_planets.json,results/models/multi-complete/pca_mlp/predictions_shared_planets.npz,results/models/multi-complete/pca_mlp/config.json
multi-complete,shared_planets,pca_ridge,relative_rmse,surface_temperature,1.2273491621017456,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,pca_ridge,relative_rmse,temperature,1.1870148181915283,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,pca_ridge,relative_rmse,specific_humidity_dex,1.0044342279434204,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,pca_ridge,relative_rmse,cloud_fraction,0.3738693296909332,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,pca_ridge,relative_rmse,u,1.1751781702041626,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,pca_ridge,relative_rmse,v,0.9639322757720947,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,pca_ridge,relative_rmse,asr,0.908230185508728,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,pca_ridge,relative_rmse,olr,0.9245034456253052,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,pca_ridge,relative_acc,surface_temperature,1.048664927482605,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,pca_ridge,relative_acc,temperature,1.1954675912857056,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,pca_ridge,relative_acc,specific_humidity_dex,1.2595939636230469,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,pca_ridge,relative_acc,cloud_fraction,1.2795923948287964,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,pca_ridge,relative_acc,u,4.688471794128418,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,pca_ridge,relative_acc,v,1.2574419975280762,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,pca_ridge,relative_acc,asr,1.0049234628677368,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,pca_ridge,relative_acc,olr,1.1301984786987305,results/models/multi-complete/pca_ridge/metrics_shared_planets.json,results/models/multi-complete/pca_ridge/predictions_shared_planets.npz,results/models/multi-complete/pca_ridge/config.json
multi-complete,shared_planets,ppca_icm,relative_rmse,surface_temperature,0.9958088994026184,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_rmse,temperature,0.9825856685638428,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_rmse,specific_humidity_dex,0.7859331369400024,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_rmse,cloud_fraction,0.35908836126327515,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_rmse,u,0.8652487993240356,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_rmse,v,0.8100523948669434,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_rmse,asr,0.9910759925842285,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_rmse,olr,0.7884640693664551,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_acc,surface_temperature,1.0581673383712769,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_acc,temperature,1.645234227180481,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_acc,specific_humidity_dex,1.2910670042037964,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_acc,cloud_fraction,1.2654695510864258,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_acc,u,4.843385696411133,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_acc,v,1.3416560888290405,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_acc,asr,1.0047385692596436,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_acc,olr,1.1355088949203491,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_energy_score,surface_temperature,0.7718393206596375,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_energy_score,temperature,0.7715843319892883,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_energy_score,specific_humidity_dex,0.5895750522613525,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_energy_score,cloud_fraction,0.2936708629131317,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_energy_score,u,0.7270597219467163,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_energy_score,v,0.6661664247512817,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_energy_score,asr,0.7628495693206787,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,relative_energy_score,olr,0.6213895678520203,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,spread_skill_ratio,surface_temperature,0.5346888899803162,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,spread_skill_ratio,temperature,0.5172642270723978,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,spread_skill_ratio,specific_humidity_dex,0.5468613041771783,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,spread_skill_ratio,cloud_fraction,0.32100802328851485,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,spread_skill_ratio,u,0.2458812329504225,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,spread_skill_ratio,v,0.27240027983983356,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,spread_skill_ratio,asr,0.385202556848526,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,ppca_icm,spread_skill_ratio,olr,0.3935238718986511,results/models/multi-complete/ppca_icm/metrics_shared_planets.json,results/models/multi-complete/ppca_icm/predictions_shared_planets.npz,results/models/multi-complete/ppca_icm/config.json
multi-complete,shared_planets,train_mean,relative_rmse,surface_temperature,1.5984885692596436,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,shared_planets,train_mean,relative_rmse,temperature,1.634853482246399,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,shared_planets,train_mean,relative_rmse,specific_humidity_dex,1.4022817611694336,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,shared_planets,train_mean,relative_rmse,cloud_fraction,0.5845968127250671,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,shared_planets,train_mean,relative_rmse,u,1.347445011138916,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,shared_planets,train_mean,relative_rmse,v,1.1372803449630737,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,shared_planets,train_mean,relative_rmse,asr,5.095102310180664,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,shared_planets,train_mean,relative_rmse,olr,1.4686790704727173,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,shared_planets,train_mean,relative_acc,surface_temperature,1.028443455696106,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,shared_planets,train_mean,relative_acc,temperature,1.121293544769287,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,shared_planets,train_mean,relative_acc,specific_humidity_dex,1.160605549812317,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,shared_planets,train_mean,relative_acc,cloud_fraction,1.181762933731079,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,shared_planets,train_mean,relative_acc,u,4.005023956298828,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,shared_planets,train_mean,relative_acc,v,1.0573620796203613,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,shared_planets,train_mean,relative_acc,asr,1.0018950700759888,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,shared_planets,train_mean,relative_acc,olr,1.0000065565109253,results/models/multi-complete/train_mean/metrics_shared_planets.json,results/models/multi-complete/train_mean/predictions_shared_planets.npz,results/models/multi-complete/train_mean/config.json
multi-complete,standard,coord_deeponet,rmse,surface_temperature,12.497551918029785,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_deeponet,rmse,temperature,10.771880043877495,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_deeponet,rmse,specific_humidity_dex,0.5424769322077433,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_deeponet,rmse,cloud_fraction,0.06433732849028376,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_deeponet,rmse,u,9.998040782080757,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_deeponet,rmse,v,5.016791052288479,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_deeponet,rmse,asr,36.604637145996094,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_deeponet,rmse,olr,20.326066970825195,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_deeponet,acc,surface_temperature,0.939522385597229,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_deeponet,acc,temperature,0.594139940208859,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_deeponet,acc,specific_humidity_dex,0.7852534883552127,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_deeponet,acc,cloud_fraction,0.6444635424349043,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_deeponet,acc,u,0.635478847556644,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_deeponet,acc,v,0.6335292193624709,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_deeponet,acc,asr,0.9928659796714783,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_deeponet,acc,olr,0.8355013728141785,results/models/multi-complete/coord_deeponet/metrics_standard.json,results/models/multi-complete/coord_deeponet/predictions.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_mlp,rmse,surface_temperature,20.001235961914062,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,rmse,temperature,11.556326336330837,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,rmse,specific_humidity_dex,0.6407167845302157,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,rmse,cloud_fraction,0.07155897033711274,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,rmse,u,10.410250186920166,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,rmse,v,5.081611447864109,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,rmse,asr,101.4321517944336,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,rmse,olr,28.947778701782227,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,acc,surface_temperature,0.9286817908287048,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,acc,temperature,0.4060537616411845,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,acc,specific_humidity_dex,0.6900760978460312,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,acc,cloud_fraction,0.6055976251761118,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,acc,u,0.5966785020298428,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,acc,v,0.6320082545280457,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,acc,asr,0.9641112685203552,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
